/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_56_728.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_56_728.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_56_728.jpg, 0, 0, 0, 1.396287
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_56_876.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_56_876.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_56_876.jpg, 0, 0, 0, 1.368112
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_040.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_040.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_040.jpg, 0, 0, 0, 1.343525
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_186.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_186.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_186.jpg, 0, 0, 0, 1.322357
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_303.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_303.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_303.jpg, 0, 0, 0, 1.304466
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_415.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_415.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_415.jpg, 0, 0, 0, 1.286804
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_529.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_529.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_529.jpg, 0, 0, 0, 1.272261
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_642.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_642.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_642.jpg, 0, 0, 0, 1.255013
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_757.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_757.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_757.jpg, 0, 0, 0, 1.237988
/home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/center_2017_02_10_01_14_57_871.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/left_2017_02_10_01_14_57_871.jpg, /home/rm/CarND/term_1/CarND-Behavioral-Cloning-P3/IMG/right_2017_02_10_01_14_57_871.jpg, 0, 0.340692, 0, 0.7631052
